Application/Permit Number,Permit Type,Status,Category,Expiration Date,Location,Zipcode,Expected Construct Year,Expected Construct Month,Description
6479235,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/21/2017,"5911 11TH AVE NW
(47.67205446, -122.37105272)",98107,2017,10,"Construct addition and substantial alterations to an existing single family residence, per plans."
6479242,Construction,Permit Finaled,SINGLE FAMILY / DUPLEX,06/09/2017,"2225 NW 61ST ST
(47.67296586, -122.38601187)",98107,2017,6,"Construct north single family residence, per plans.  (Establish use for 3 single family residences and construct 3 one-family dwellings.  Reviews and processing for 3 A/Ps under 6479242)"
6479243,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/15/2017,"309 NE 95TH ST
(47.69750174, -122.32532222)",98115,2017,3,"Construct additions and alterations to existing single family residence at West property line for a new retaining wall and fence, per plan."
6479281,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/10/2017,"4750 23RD AVE SW
(47.55961722, -122.36128683)",98106,2017,12,"Establish use as single family residence and construct one family dwelling, per plans."
6479286,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/08/2017,"4754 23RD AVE SW
(47.55952141, -122.36128324)",98106,2017,12,"Establish use as and construct new single family residence, per plan."
6479291,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/18/2016,"14037 STONE AVE N
(47.73157993, -122.34264134)",98133,2016,12,"Interior alterations to existing single family residence, subject to field inspection (STFI)"
6479306,Construction,Permit Issued,COMMERCIAL,12/29/2016,"1201 3RD AVE
(47.60723772, -122.33612134)",98101,2016,12,"Blanket Permit for interior non-structural alterations to existing office in NE corner on 27th floor (Fisher and Phillips), per plan."
6479315,Construction,Permit Issued,MULTIFAMILY,05/09/2017,"1414 S KING ST
(47.59855831, -122.31264015)",98144,2017,5,"Construct site retaining wall at property line of an existing apartment building, per plans."
6479367,Construction,Permit Issued,MULTIFAMILY,09/16/2018,"3207 21ST AVE W
(47.64881994, -122.38367729)",98199,2018,9,"Alterations to existing multifamily building for deck replacement to the north portion of the building, per plan. Revision on 05/03/2017 - Change of scope to replace portions of decking only, not complete deck replacement."
6479389,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,11/03/2017,"2859 NW 59TH ST
(47.67148468, -122.39542271)",98107,2017,11,"Establish use as and construct single family residence with attached garage, per plan."
6479416,Construction,Permit Issued,MULTIFAMILY,07/27/2017,"510 PROSPECT ST
(47.62928555, -122.3470434)",98109,2017,7,"Establish use as townhouse and construct new duplex with attached garages, per plan."
6479468,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/13/2018,"3641 S FINDLAY ST
(47.5517443, -122.28649881)",98118,2018,1,"Establish use as and construct single family residence with attached garage, per plan."
6479537,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/16/2018,"2406 5TH AVE W
(47.6398697, -122.36335131)",98119,2018,6,"Interior alterations to kitchen, replacement of two windows, subject to field inspection (STFI)."
6479601,Construction,Permit Issued,MULTIFAMILY,09/07/2017,"2311 15TH AVE S
(47.58258027, -122.31384876)",98144,2017,9,"Substantial alterations to establish third dwelling unit at basement, alterations to main floor and change use from duplex to appartment and occupy, per plan."
6479613,Construction,Permit Issued,COMMERCIAL,11/05/2018,"330 19TH AVE E
(47.62176392, -122.30689965)",98112,2018,11,"Construct accessibility improvements to Miller Community Center this permit. [Construct accessibility improvements to Miller community center, community center annex, and site, per plan. Process and routing for (2) A/P's under 6479613]."
6479654,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/07/2019,"5925 39TH AVE SW
(47.54949599, -122.38209023)",98136,2019,1,"Construct detached accessory dwelling unit accessory to an exsiting single family residence, per plan"
6479681,Construction,Permit Issued,COMMERCIAL,05/23/2017,"1918 4TH AVE
(47.61290951, -122.33917971)",98101,2017,5,"Construct demising wall to create additional leaseble space for future tenant improvement, per plan."
6479719,Construction,Permit Finaled,MULTIFAMILY,04/12/2017,"5047 37TH AVE S
(47.55571029, -122.28660313)",98118,2017,4,"Establish use as townhouse and construct new two family dwelling to west of existing building, per plan."
6479796,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/17/2016,"1803 MADRONA DR
(47.61775222, -122.28494675)",98122,2016,12,"Construct kitchen and deck addition and alterations to existing single family residence, per plan and subject to field inspection."
6479880,Construction,Permit Issued,COMMERCIAL,04/16/2017,"10215 LAKE CITY WAY NE
(47.70261016, -122.30212543)",98125,2017,4,"Construct alterations to minor communication utility (T-mobile) at rooftop and exterior equipment area at existing mixed-use building, per plan."
6479915,Construction,Permit Issued,COMMERCIAL,12/17/2016,"1918 8TH AVE
(47.61540055, -122.33581767)",98101,2016,12,"Tenant Improvement to the northwest portion of the 7th & 8th floors of an existing 36 story building, per plot plan, per STFI"
6479920,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/14/2017,"3000 NW MARKET ST
(47.66901313, -122.39588652)",98107,2017,1,Cancel per customer request log 15-1247Construct ADA bathrooms in an existing retail subject to field inspection (STFI)
6479921,Construction,Permit Issued,COMMERCIAL,12/17/2016,"2201 6TH AVE
(47.61599976, -122.34166938)",98121,2016,12,"Tenant Improvement to the northwest portion of the 6th floor floors of an existing 15 story building, per plot plan, per STFI"
6479922,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/05/2018,"9728 BEACON AVE S
(47.51350953, -122.27309375)",98118,2018,10,"Establish use as and Construct new single family residence with attached garage, per plan."
6479953,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,02/12/2018,"4034 M L KING JR WAY S
(47.56704111, -122.29569301)",98108,2018,2,"Establish use as and construct new single family residence with attached garage, per plan."
6479954,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/21/2018,"2406 N 77TH ST
(47.68526509, -122.32898453)",98103,2018,1,"Establish use and construct new single family residence with attached garage, per plan."
6479958,Construction,Permit Issued,COMMERCIAL,08/10/2017,"222 QUEEN ANNE AVE N
(47.62044498, -122.35651609)",98109,2017,8,"Installation of new minor communications utility on rooftop of existing residential building, per plan"
6479959,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/14/2018,"4046A M L KING JR WAY S
(47.56710154, -122.29665809)",98108,2018,3,"Establish use as and construct north west single family residence with attached garage, per plan (Establish use as and construct three single family residences and two unit townhouse with attached garages, per plan  4 APs under 6479959)"
6479969,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,09/11/2018,"1427 LAKE WASHINGTON BLVD S
(47.58918068, -122.28963316)",98144,2018,9,"Construct alterations to existing single family residence, per plan."
6479972,Construction,Permit Issued,MULTIFAMILY,03/08/2017,"2201 3RD AVE
(47.61388722, -122.34406807)",98121,2017,3,Construct interior alterations to unit 2101 subject to field inspection (STFI)
6479978,Construction,Permit Finaled,SINGLE FAMILY / DUPLEX,03/04/2017,"801 18TH AVE
(47.60933226, -122.30912945)",98122,2017,3,"Establish use as multifamily townhouse units and construct duplex, per plans."
6479999,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/16/2017,"12232 FREMONT AVE N
(47.71875973, -122.35002708)",98133,2017,1,"Interior alterations to existing single family residence, subject to field inspection (STFI)."
6480053,Construction,Permit Issued,MULTIFAMILY,12/18/2016,"423 TERRY AVE
(47.60503871, -122.32319807)",98104,2016,12,"Revision 9/24/15: Enclose shafts on all floors.(Drywall repair to an existing apartment building on all 5 floors, subject to field inspection (STFI))."
6480119,Construction,Permit Issued,MULTIFAMILY,12/18/2016,"4628 22ND AVE NE
(47.66231714, -122.30378251)",98105,2016,12,"Replace windows to existing apartment buildings (no change to rough opening) and replace siding on west facade of building F, subject to field inspection."
6480129,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,09/30/2017,"8614 VASHON VIEW SW
(47.52623114, -122.3845611)",98136,2017,9,"Construct alterations and additions to existing single family residence, per plan."
6480141,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,08/26/2017,"5833 SEWARD PARK AVE S
(47.55008722, -122.26041101)",98118,2017,8,"Construct alterations and single story kitchen addition at existing single family residence, per plan."
6480144,Construction,Permit Issued,MULTIFAMILY,11/18/2018,"901 W MCGRAW ST
(47.63874172, -122.3693703)",98119,2018,11,"Construct additions and alterations to change building A (McGraw Cottage) from office/caretaker quarters into two residential units (Seattle Children’s Home organization), per plan"
6480190,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,05/16/2017,"7727 33RD AVE NE
(47.68569564, -122.29302181)",98115,2017,5,"Establish use as and construct a single family residence, per plans"
6480207,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/06/2018,"2119 W ARMOUR ST
(47.64461006, -122.38423448)",98199,2018,3,"Construct North single family residence, per plan. (Establish use as single family and construct (3) single family residence with surface parking. Review and process for 3 AP's under 6480207)"
6480208,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,07/12/2017,"2418 NW 64TH ST
(47.67559967, -122.38873259)",98107,2017,7,Construct North single family residence per plan. (Establish use as and construct 3 new single family residences and processing of 3 AP's under 6480208)
6480241,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,09/14/2017,"1926 SW BRANDON ST
(47.5540329, -122.35938048)",98106,2017,9,"Alterations to lower level of existing single family residence to establish accessory dwelling unit, per plan"
6480249,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,02/13/2017,"1731 14TH AVE
(47.61740831, -122.31461043)",98122,2017,2,"Construct bracing and attachment in crawlspace to existing posts to existing footings and girders, subject to field inspection (STFI) Inspector can void permit for plan review at their discretion."
6480281,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/19/2018,"3958 S EDMUNDS ST
(47.55882592, -122.28100032)",98118,2018,6,Construct alterations to existing single family residence at basement subject to field inspection (STFI).
6480305,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/11/2017,"2211 30TH AVE S
(47.58322598, -122.29442019)",98144,2017,6,"Construct alterations to remove deck and construct new covered deck at west side of existing single family residence, subject to field inspection (STFI)."
6480369,Construction,Permit Finaled,SINGLE FAMILY / DUPLEX,04/20/2017,"318 NW 41ST ST
(47.65727739, -122.36177201)",98107,2017,4,"Establish use as a townhouse development and construct a two-family dwelling, per plan."
6480378,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,07/23/2018,"349 N 72ND ST
(47.68086425, -122.35319713)",98103,2018,7,"Remove existing garage and construct new detached garage, subject to field inspection (STFI)."
6480449,Construction,Permit Issued,MULTIFAMILY,03/15/2018,"2000 NW 61ST ST
(47.67329548, -122.3824063)",98107,2018,3,"Construct row house structure and occupy as townhomes,per plans."
6480495,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/22/2018,"5441 41ST AVE SW
(47.55264953, -122.3845761)",98136,2018,6,Repair and construct exterior front porch on a single family residence subject to field inspection (STFI)
6480512,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/21/2017,"5261 12TH AVE NE
(47.66819373, -122.31557499)",98105,2017,12,"Alterations to existing single family residence at basement, per plan."
6480515,Construction,Permit Finaled,MULTIFAMILY,06/09/2017,"4252 WINSLOW PL N
(47.65885512, -122.34645552)",98103,2017,6,"Establish use as rowhouse and construct new townhouse structure with surface parking, per plan."
6480516,Construction,Permit Issued,COMMERCIAL,09/03/2018,"602 19TH AVE E
(47.62463207, -122.30705575)",98112,2018,9,"Construct alterations to exterior wall and glazing of existing restaurant, per plan."
6480608,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,08/20/2017,"4427 28TH PL W
(47.66034491, -122.39428678)",98199,2017,8,"Construct additions and alterations to existing single family residence, per plan."
6480609,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,05/09/2017,"9214 MARY AVE NW
(47.69654922, -122.37508977)",98117,2017,5,Establish use as and construct new single family residence.
6480630,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/13/2017,"3811 CORLISS AVE N
(47.65356257, -122.33177107)",98103,2017,12,"Construct alterations to basement of existing single family residence, per plans"
6480669,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,08/25/2018,"6321 SEAVIEW AVE NW
(47.67446001, -122.40811048)",98107,2018,8,Construct alterations in kitchen to an exsiting condominium (unit B) subject to field inspection (STFI)
6480717,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,05/10/2018,"3126 WETMORE AVE S
(47.57501484, -122.29382473)",98144,2018,5,"Construct new duplex structure at NW corner, per plan (Establish use as townhouses and construct 4 new duplex structures.  Review & processing for 4 APs under #6480717)"
6480739,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/08/2019,"3202 36TH AVE W
(47.64890015, -122.40330786)",98199,2019,1,"Establish use as and construct new single family residence with attached garage, per plan."
6480759,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,11/13/2018,"803 NW 64TH ST
(47.67507911, -122.36631863)",98107,2018,11,"Construct new unheated accessory storage structure for existing single family residence, subject to field inspection."
6480792,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/23/2018,"3958 S EDMUNDS ST
(47.55882592, -122.28100032)",98118,2018,6,"Construct alterations to existing garage, subject to field inspection (STFI)."
6480825,Construction,Permit Issued,COMMERCIAL,06/15/2017,"1318 N 128TH ST
(47.7223684, -122.34153198)",98133,2017,6,"Establish use as minor communication utility (T-Mobile) and install concrete pad and equipment associated with the minor communication utility, occupy per plan."
